GREY,SALOON,2490,2015,11,1620,BMW,525I,PETROL,GERMANY,ROTORUA DISTRICT,2006,WBANE52080C
WHITE,UTILITY,2488,2009,9,2805,NISSAN,NAVARA,DIESEL,SPAIN,HAMILTON CITY,2009,VSKCVAD40A0
WHITE,SELF PROPELLED CARAVAN,2143,2015,12,3490,MERCEDES-BENZ,SPRINTER,DIESEL,GERMANY,AUCKLAND,2015,WDB9066352P
WHITE,LIGHT VAN,2982,2015,12,2800,TOYOTA,HIACE,DIESEL,JAPAN,PALMERSTON NORTH CITY,2015,JTFHT02P105
SILVER,DOMESTIC TRAILER,0,2012,11,0,HOMEBUILT,GALVANISED,0,NEW ZEALAND,FAR NORTH DISTRICT,2003,0
RED,HATCHBACK,1984,2015,11,1655,VOLKSWAGEN,GOLF,PETROL,JAPAN,CLUTHA DISTRICT,2005,WVWZZZ1KZ5U
WHITE,STATION WAGON,1998,2011,2,1970,MITSUBISHI,ASX,PETROL,JAPAN,AUCKLAND,2011,JMFXTGA2WBZ
GOLD,SALOON,3984,2001,3,1535,FORD,FALCON,PETROL,AUSTRALIA,AUCKLAND,2001,6FPAAAJGSWY
RED,SALOON,1598,1974,1,0,FORD,CAPRI,PETROL,NOT KNOWN,MATAMATA-PIAKO DISTRICT,1974,0
GREEN,STATION WAGON,4461,2007,11,3300,TOYOTA,LANDCRUISER,DIESEL,JAPAN,HAMILTON CITY,2007,JTMHV05J104
CREAM,CARAVAN,0,1987,10,3499,CLASSIC,4.7 CHALLENGER,0,NEW ZEALAND,SELWYN DISTRICT,1987,0
RED,DOMESTIC TRAILER,0,1974,9,1999,TRAILER,CUSTOMBUILT,0,NOT KNOWN,NAPIER CITY,1974,0
BLACK,STATION WAGON,2362,2000,12,2380,TOYOTA,PREVIA,PETROL,JAPAN,QUEENSTOWN-LAKES DISTRICT,2000,JTEGD32M400
BLACK,UTILITY,1996,2011,10,2835,GREAT WALL,V200,DIESEL,CHINA,ROTORUA DISTRICT,2011,LGWDBE173BC
BLUE,HATCHBACK,1317,2015,12,1490,HONDA,JAZZ,PETROL,JAPAN,NELSON CITY,2015,JHMGK3830GX
SILVER,UTILITY,2776,2015,12,3150,HOLDEN,COLORADO,DIESEL,THAILAND,HAURAKI DISTRICT,2015,MMU147DK0GH
CREAM,SALOON,1598,1979,7,0,CHRYSLER,AVENGER,PETROL,NOT KNOWN,WAIKATO DISTRICT,1979,0
BLACK,STATION WAGON,2664,2005,7,2185,NISSAN,TERRANO,DIESEL,JAPAN,WAIKATO DISTRICT,1996,7A8DH2B0705
RED,MOTORCYCLE,1198,2012,2,0,DUCATI,1098,PETROL,ITALY,AUCKLAND,2008,ZDM1XBHW48B
WHITE,CARAVAN,0,2015,12,0,JAYCO,STARCRAFT 16-51-3,0,AUSTRALIA,INVERCARGILL CITY,2015,0
WHITE,HATCHBACK,1299,2015,12,1490,TOYOTA,YARIS,PETROL,JAPAN,DUNEDIN CITY,2015,JTDKW3D340D
YELLOW,HATCHBACK,1496,2015,8,1490,HONDA,JAZZ,PETROL,JAPAN,WAIMAKARIRI DISTRICT,2015,JHMGK5830FX
BLACK,STATION WAGON,2494,2015,12,2130,TOYOTA,RAV4,PETROL,JAPAN,AUCKLAND,2015,JTMBFREV50J
SILVER,HATCHBACK,1320,2015,12,1295,SUZUKI,SWIFT,PETROL,JAPAN,STRATFORD DISTRICT,2007,7AT0GK0CX15
BLACK,SALOON,1999,2011,3,1660,MITSUBISHI,LANCER,PETROL,JAPAN,HAMILTON CITY,2004,JMFSNCS6A4U
GREY,BOAT TRAILER,0,2015,12,0,TRAILER,FACTORY,0,NEW ZEALAND,CHRISTCHURCH CITY,2015,0
WHITE,OTHER TRUCK,5193,2015,12,5995,ISUZU,N SERIES,DIESEL,JAPAN,AUCKLAND,2015,JAANPR75HF7
BLUE,DOMESTIC TRAILER,0,2006,6,2000,TRAILER,HOWARD,0,NEW ZEALAND,SOUTHLAND DISTRICT,2006,0
BLACK,DOMESTIC TRAILER,0,2003,10,0,TRAILER,HOMEBUILT,0,NEW ZEALAND,SELWYN DISTRICT,2003,0
SILVER,SALOON,1990,2012,5,1645,TOYOTA,AVENSIS,PETROL,UNITED KINGDOM,AUCKLAND,2004,7AT0H63MX12
SILVER,SALOON,2490,2015,11,1855,MERCEDES-BENZ,230,PETROL,GERMANY,TAURANGA CITY,2006,WDC2030522R
GREEN,STATION WAGON,3050,2002,2,2175,ISUZU,WIZARD,DIESEL,JAPAN,HAMILTON CITY,1998,7A8971T0702
BLACK,STATION WAGON,2360,2014,12,2210,MITSUBISHI,OUTLANDER,PETROL,JAPAN,HOROWHENUA DISTRICT,2014,JMFXTGF8WEZ
SILVER,SALOON,1997,2003,1,1775,MITSUBISHI,GALANT,PETROL,JAPAN,CHRISTCHURCH CITY,2003,JMASREA2A3Z
BLACK,STATION WAGON,2488,2015,11,2071,MAZDA,CX-5,PETROL,JAPAN,AUCKLAND,2015,JM0KE103200
SILVER,SALOON,1988,2005,7,0,LEXUS,IS200,PETROL,JAPAN,WELLINGTON CITY,1999,JTDBS182400
BLUE,HATCHBACK,1330,2015,11,1285,HONDA,FIT,PETROL,JAPAN,GISBORNE DISTRICT,2008,7AT08G2YX15
SILVER,UTILITY,2776,2013,1,3100,HOLDEN,COLORADO,DIESEL,THAILAND,ROTORUA DISTRICT,2013,MMU148CH0DH
SILVER,SALOON,2496,2003,3,0,TOYOTA,CAMRY,PETROL,JAPAN,AUCKLAND,1997,7A8H6040703
GREEN,SALOON,1200,1979,7,0,TOYOTA,COROLLA,PETROL,NOT KNOWN,HASTINGS DISTRICT,1979,0
SILVER,DOMESTIC TRAILER,0,2007,2,0,TRAILER,BENCHMARK,0,NEW ZEALAND,MARLBOROUGH DISTRICT,2007,0
RED,TRACTOR,6728,2010,9,0,MCCORMICK,MTX150,DIESEL,NEW ZEALAND,WHANGANUI DISTRICT,2010,0
WHITE,BOAT TRAILER,0,2005,4,0,TRAILER,DUNBIER,0,AUSTRALIA,AUCKLAND,2004,0
GOLD,SALOON,2995,2003,12,2110,TOYOTA,CAMRY,PETROL,AUSTRALIA,LOWER HUTT CITY,2003,6T153XK360X
BLUE,HATCHBACK,1499,2015,9,1365,TOYOTA,COROLLA,PETROL,JAPAN,WESTERN BAY OF PLENTY DISTRICT,2005,7AT0H607X15
SILVER,BOAT TRAILER,0,2015,12,0,TRAILER,ROAD KING,0,NEW ZEALAND,AUCKLAND,2015,0
BLACK,HATCHBACK,1580,2015,12,1315,SUZUKI,SWIFT,PETROL,JAPAN,WELLINGTON CITY,2014,7AT0GK0CX15
WHITE,OTHER TRUCK,2446,1996,6,2580,TOYOTA,HILUX,DIESEL,JAPAN,NEW PLYMOUTH DISTRICT,1996,7A431LN8508
WHITE,ARTICULATED TRUCK,33000,2013,9,33000,MACK,GRANITE,DIESEL,UNITED STATES,CHRISTCHURCH CITY,2013,6FMW12H69DD
GREEN,STATION WAGON,3160,2003,9,0,ISUZU,BIGHORN,PETROL,JAPAN,AUCKLAND,1993,7A897130703
BLUE,MOTORCYCLE,800,1984,8,0,BMW,R80 G/S,PETROL,NOT KNOWN,NELSON CITY,1984,0
WHITE,MOTORCYCLE,151,2015,11,0,VESPA,LX150,PETROL,ITALY,AUCKLAND,2015,ZAPM6820000
GREY,HATCHBACK,1490,2015,11,1375,MAZDA,DEMIO,PETROL,JAPAN,LOWER HUTT CITY,2006,7AT0C12HX15
CREAM,OTHER COMMERCIAL TRAILER,0,2004,3,2000,TRAILER,POLE,0,NEW ZEALAND,CHRISTCHURCH CITY,1947,0
BLUE,LIGHT VAN,2438,2004,11,2080,TOYOTA,LUCIDA,PETROL,JAPAN,HASTINGS DISTRICT,1995,7A8H61P0704
BLUE,HATCHBACK,1794,2006,10,1630,TOYOTA,COROLLA,PETROL,JAPAN,CHRISTCHURCH CITY,2006,JTDKR22E900
WHITE,FLAT-DECK TRUCK,7790,2005,9,13000,ISUZU,FTS,DIESEL,JAPAN,INVERCARGILL CITY,2005,JALFTS34H47
BLACK,STATION WAGON,2874,2006,1,1840,SSANGYONG,KORANDO,DIESEL,SOUTH KOREA,THAMES-COROMANDEL DISTRICT,2006,KPTM2B1DS5P
SILVER,STATION WAGON,2260,2007,1,1695,MAZDA,ATENZA,PETROL,JAPAN,CHRISTCHURCH CITY,2003,7A8C1390707
GOLD,SALOON,2492,2009,7,0,HOLDEN,EPICA,PETROL,SOUTH KOREA,AUCKLAND,2009,KL3LA69LJ9B
WHITE,SALOON,3490,2015,12,1945,NISSAN,FUGA,PETROL,JAPAN,AUCKLAND,2006,7AT0DH8GX15
ORANGE,MOBILE MACHINE,3053,2015,12,7851,HITACHI,ZX7545-EXCAVATOR,DIESEL,JAPAN,GISBORNE DISTRICT,2015,0
WHITE,STATION WAGON,2720,2015,12,2720,FORD,TERRITORY,DIESEL,AUSTRALIA,CHRISTCHURCH CITY,2015,6FPAAAJGATF
WHITE,UTILITY,3199,2015,12,3200,FORD,RANGER,DIESEL,THAILAND,INVERCARGILL CITY,2015,MNAUM1F50EW
WHITE,LIGHT VAN,2980,2015,3,3225,TOYOTA,HIACE,DIESEL,JAPAN,CHRISTCHURCH CITY,2009,7AT0H60FX14
GREY,DOMESTIC TRAILER,0,2015,12,0,RENEGADE TRAILERS,S36190L,0,NEW ZEALAND,AUCKLAND,2015,0
GREEN,MOTORCYCLE,150,2014,12,500,CUSTOMBUILT,TWISTER HAMMERHEAD,PETROL,NEW ZEALAND,TAUPO DISTRICT,2010,0
SILVER,DOMESTIC TRAILER,0,2015,12,0,TRAILER,HOMEBUILT,0,NEW ZEALAND,WHANGANUI DISTRICT,1985,0
BLACK,STATION WAGON,2199,2014,7,2600,HYUNDAI,SANTA FE,DIESEL,SOUTH KOREA,AUCKLAND,2014,KMHSU81XSEU
WHITE,STATION WAGON,1990,2015,11,1775,TOYOTA,CALDINA,PETROL,JAPAN,MANAWATU DISTRICT,2003,7AT0H624X11
RED,UTILITY,3198,2015,12,3200,MAZDA,BT-50,DIESEL,THAILAND,HAMILTON CITY,2015,MM0UR0YF100
RED,TRACTOR,6600,2015,11,6270,CASE,CVX 170,DIESEL,AUSTRIA,ASHBURTON DISTRICT,2003,0
YELLOW,BOAT TRAILER,0,2015,12,0,TRAILER,BOAT,0,NEW ZEALAND,NEW PLYMOUTH DISTRICT,2015,0
SILVER,HATCHBACK,1320,2003,7,0,MAZDA,FAMILIA,PETROL,JAPAN,NAPIER CITY,1996,7A8C10H0702
WHITE,DOMESTIC TRAILER,0,2007,3,0,TRAILER,KARA KAR,0,AUSTRALIA,KAIPARA DISTRICT,2007,0
SILVER,SALOON,4340,1971,12,0,CHRYSLER,VALIANT,PETROL,NOT KNOWN,ASHBURTON DISTRICT,1971,0
GREY,BOAT TRAILER,0,1997,12,0,TRAILER,MUDGWAY,0,NEW ZEALAND,PALMERSTON NORTH CITY,1997,0
WHITE,MOTORCYCLE,49,2015,11,0,SUZUKI,UZ50,PETROL,JAPAN,WELLINGTON CITY,2015,7B1MCA44AF0
GREEN,OTHER COMMERCIAL TRAILER,0,2012,3,29000,TRAILER,KOROMIKO,0,NEW ZEALAND,THAMES-COROMANDEL DISTRICT,2012,7AT0H900X12
RED,HATCHBACK,1496,2008,3,1480,TOYOTA,YARIS,PETROL,JAPAN,CHRISTCHURCH CITY,2008,JTDKT963102
BLUE,DOMESTIC TRAILER,0,2007,12,750,BRIFORD,5X4,0,NEW ZEALAND,MARLBOROUGH DISTRICT,2007,0
BLACK,FLAT-DECK TRUCK,2488,2008,10,2750,NISSAN,NAVARA,DIESEL,THAILAND,RUAPEHU DISTRICT,2008,MNTNCUD40A0
SILVER,HATCHBACK,1999,2013,9,1731,MAZDA,MAZDA3,PETROL,JAPAN,AUCKLAND,2013,JM0BL10F200
WHITE,STATION WAGON,2494,2015,12,2150,TOYOTA,RAV4,PETROL,JAPAN,AUCKLAND,2015,JTMRFREVX0J
BLACK,STATION WAGON,2494,2015,12,2150,TOYOTA,RAV4,PETROL,JAPAN,AUCKLAND,2015,JTMRFREV00J
BLACK,STATION WAGON,2360,2015,12,1845,TOYOTA,KLUGER,PETROL,JAPAN,AUCKLAND,2007,7AT0H642X15
GREEN,DOMESTIC TRAILER,0,2015,9,0,TRAILER,HANSA CHIPPER,0,NEW ZEALAND,SOUTH WAIRARAPA DISTRICT,2015,0
GREY,BOAT TRAILER,0,1997,11,0,TRAILER,REID,0,NEW ZEALAND,AUCKLAND,1997,0
BLACK,SALOON,1984,1995,9,0,AUDI,80,PETROL,GERMANY,HAMILTON CITY,1994,WAUZZZ8C2RA
PURPLE,SALOON,3564,2013,6,2380,HOLDEN,COMMODORE,PETROL,AUSTRALIA,CENTRAL OTAGO DISTRICT,2013,6G1EK5E36CL
WHITE,DOMESTIC TRAILER,0,2014,2,0,HOMEBUILT,DOMESTIC TRAILER,0,NEW ZEALAND,GISBORNE DISTRICT,2009,0
BROWN,CARAVAN,0,2014,11,0,CAMPOMATIC,POPTOP,0,NEW ZEALAND,GISBORNE DISTRICT,1980,0
BLACK,HATCHBACK,1368,2015,11,1600,FIAT,PUNTO,PETROL,ITALY,NAPIER CITY,2015,ZFA1990000P
GREY,DOMESTIC TRAILER,0,2011,10,0,TRAILER,DOMESTIC,0,NEW ZEALAND,WHANGANUI DISTRICT,2011,0
WHITE,SALOON,1838,2002,1,0,TOYOTA,CORONA,PETROL,JAPAN,DUNEDIN CITY,1995,7A8H6050702
GREY,HATCHBACK,1587,2010,8,0,PEUGEOT,207,PETROL,FRANCE,CENTRAL OTAGO DISTRICT,2010,VF3WC5FS9AW
GREEN,DOMESTIC TRAILER,0,1983,11,1999,TRAILER,HOMEMADE,0,NOT KNOWN,HURUNUI DISTRICT,1983,0
SILVER,UTILITY,2499,2002,5,2545,FORD,COURIER,DIESEL,THAILAND,ASHBURTON DISTRICT,2002,MNABSCD402W
RED,STATION WAGON,3050,2006,11,0,ISUZU,WIZARD,DIESEL,JAPAN,GISBORNE DISTRICT,1996,7A8971T0705
RED,SALOON,1991,2015,10,1965,MERCEDES-BENZ,A-CLASS,PETROL,HUNGARY,AUCKLAND,2015,WDD1173462N
WHITE,STATION WAGON,3984,2000,9,1623,FORD,FALCON,PETROL,AUSTRALIA,DUNEDIN CITY,2000,6FPAAAJGWAY
WHITE,SALOON,1490,2002,8,0,TOYOTA,SPRINTER,PETROL,JAPAN,TAURANGA CITY,1995,7A8H60W0702
RED,SALOON,2200,1994,9,0,HONDA,ACCORD,PETROL,JAPAN,PORIRUA CITY,1994,7A3CD5530RN
WHITE,OTHER TRUCK,9839,2015,12,30000,ISUZU,F SERIES,DIESEL,JAPAN,AUCKLAND,2015,JALFYH77TF7
BLACK,STATION WAGON,3200,2015,12,3030,MITSUBISHI,PAJERO,DIESEL,JAPAN,AUCKLAND,2015,JMFLYV98WFJ
GREY,STATION WAGON,2490,2012,7,2470,NISSAN,ELGRAND,PETROL,JAPAN,AUCKLAND,2005,7AT0DH6MX12
BLACK,STATION WAGON,3300,2002,4,2215,CHRYSLER,VOYAGER,PETROL,GERMANY,CHRISTCHURCH CITY,1999,1C4GHB2R6XU
SILVER,DOMESTIC TRAILER,0,2015,11,0,TRAILER,PRESCOTT,0,NEW ZEALAND,AUCKLAND,2015,0
SILVER,DOMESTIC TRAILER,0,2015,11,0,TRAILER,DOMESTIC TRAILER,0,NEW ZEALAND,ROTORUA DISTRICT,2015,0
RED,STATION WAGON,1990,2015,11,2035,SUBARU,EXIGA,PETROL,JAPAN,CHRISTCHURCH CITY,2008,7AT0GF1RX15
GREY,STATION WAGON,2231,2013,6,2190,TOYOTA,RAV4,DIESEL,JAPAN,PALMERSTON NORTH CITY,2013,JTMDAREV60D
WHITE,SALOON,1798,2015,1,1740,TOYOTA,COROLLA,PETROL,THAILAND,AUCKLAND,2015,MR053REH205
SILVER,STATION WAGON,2360,2015,12,2230,TOYOTA,ALPHARD,PETROL,JAPAN,AUCKLAND,2005,7AT0H64EX15
BLACK,HATCHBACK,1998,2014,1,2108,NISSAN,QASHQAI,PETROL,UNITED KINGDOM,AUCKLAND,2014,SJNJBAJ10A7
SILVER,FLAT-DECK TRAILER,0,2015,10,3499,TRAILER,HOMEBUILT,0,NEW ZEALAND,PALMERSTON NORTH CITY,2015,0
WHITE,FLAT-DECK TRUCK,4000,2015,7,6075,TOYOTA,TOYOACE,DIESEL,JAPAN,PALMERSTON NORTH CITY,2009,7AT0H612X15
YELLOW,OTHER TRUCK,5880,2015,12,15000,IVECO,ML150,DIESEL,JAPAN,AUCKLAND,2015,ZCFB1LM8402
SILVER,STATION WAGON,2755,2015,11,2990,TOYOTA,LANDCRUISER,DIESEL,JAPAN,AUCKLAND,2015,JTEBR3FJ70K
BLUE,HATCHBACK,1999,2015,11,1860,KIA,SOUL,PETROL,SOUTH KOREA,WELLINGTON CITY,2015,KNAJP814MG7
WHITE,SELF PROPELLED CARAVAN,3907,2006,8,5600,MITSUBISHI FUSO,CANTER,DIESEL,JAPAN,FAR NORTH DISTRICT,2006,JLFFE83PE0K
RED,STATION WAGON,2488,2015,11,2071,MAZDA,CX-5,PETROL,JAPAN,AUCKLAND,2015,JM0KE103200
WHITE,STATION WAGON,1795,2003,9,0,HYUNDAI,LAVITA,PETROL,SOUTH KOREA,WAITOMO DISTRICT,2003,KMHPN81DR3U
YELLOW,SALOON,4998,1972,6,0,HOLDEN,KINGSWOOD,PETROL,NOT KNOWN,CENTRAL OTAGO DISTRICT,1972,0
GOLD,STATION WAGON,2150,2003,1,0,HONDA,ODYSSEY,PETROL,JAPAN,AUCKLAND,1995,7A88G610703
WHITE,HATCHBACK,1998,1991,3,0,FORD,TELSTAR,PETROL,JAPAN,WAIMATE DISTRICT,1991,0
BLUE,STATION WAGON,4367,2015,11,3200,LAND ROVER,RANGE ROVER,DIESEL,UNITED KINGDOM,CHRISTCHURCH CITY,2015,SALGA2JE7GA
BLUE,CONVERTIBLE,2290,2008,6,1490,MERCEDES-BENZ,230,PETROL,GERMANY,CARTERTON DISTRICT,2000,WDB1704492F
BLUE,STATION WAGON,1596,1994,7,0,NISSAN,SENTRA,PETROL,JAPAN,PALMERSTON NORTH CITY,1994,7A7ZZTDAY10
SILVER,HATCHBACK,1295,1994,11,0,TOYOTA,COROLLA,PETROL,JAPAN,AUCKLAND,1994,0
BLUE,SALOON,3791,1998,12,1551,HOLDEN,COMMODORE,PETROL,AUSTRALIA,AUCKLAND,1998,6H8VTK69HXL
SILVER,HATCHBACK,1490,1999,3,0,TOYOTA,COROLLA,PETROL,JAPAN,AUCKLAND,1995,7A8H6070799
BLACK,SALOON,2340,2015,12,1745,NISSAN,TEANA,PETROL,JAPAN,AUCKLAND,2007,7AT0DH71X15
GREY,UTILITY,3198,2015,12,3200,FORD,RANGER,DIESEL,THAILAND,AUCKLAND,2015,MNAUMFF50FW
RED,HATCHBACK,1490,2015,12,1485,MAZDA,AXELA,PETROL,JAPAN,WHAKATANE DISTRICT,2004,7AT0C13JX15
GREY,BOAT TRAILER,0,2012,10,0,TRAILER,BOAT TRAILER,0,NEW ZEALAND,PORIRUA CITY,2012,0
YELLOW,OTHER TRUCK,12913,2015,12,29000,HINO,700,DIESEL,JAPAN,CENTRAL HAWKE'S BAY DISTRICT,2015,JHDFY1EUKXX
BLUE,DOMESTIC TRAILER,0,1947,2,1999,TRAILER,HOMEMADE,0,NOT KNOWN,AUCKLAND,1947,0
BLUE,SALOON,1331,2005,1,0,TOYOTA,CORSA,PETROL,JAPAN,AUCKLAND,1995,7A8H6080704
GREEN,SALOON,3565,2005,4,0,HOLDEN,COMMODORE,PETROL,AUSTRALIA,TIMARU DISTRICT,2005,6G1ZK54B75L
BLACK,STATION WAGON,2982,2015,6,2990,TOYOTA,LANDCRUISER,DIESEL,JAPAN,DUNEDIN CITY,2015,JTEBH3FJ60K
GREEN,STATION WAGON,3950,2000,2,2825,LAND ROVER,DISCOVERY,PETROL,UNITED KINGDOM,WAIMAKARIRI DISTRICT,2000,SALLTGM23YA
BLUE,DOMESTIC TRAILER,0,2005,7,0,TRAILER,HOMEBUILT,0,NEW ZEALAND,SOUTH WAIRARAPA DISTRICT,2005,0
WHITE,FLAT-DECK TRAILER,0,1967,1,1999,TRAILER,LOCAL,0,NOT KNOWN,WHANGANUI DISTRICT,1967,0
SILVER,HATCHBACK,1290,2015,12,1365,TOYOTA,PORTE,PETROL,JAPAN,AUCKLAND,2004,7AT0H64WX15
SILVER,HATCHBACK,1598,2007,10,1680,PEUGEOT,207,PETROL,FRANCE,WELLINGTON CITY,2007,VF3WC5FWF33
BLUE,FLAT-DECK TRAILER,0,1986,8,27500,DOMETT,FRUEHAUF,0,NEW ZEALAND,AUCKLAND,1986,7A8JW210299
WHITE,LIGHT VAN,2198,2015,12,2900,FORD,TRANSIT,DIESEL,OTHER,CHRISTCHURCH CITY,2015,WF0YXXTTGYF
BLACK,HATCHBACK,1780,2015,12,1485,VOLKSWAGEN,POLO,PETROL,GERMANY,NAPIER CITY,2007,WVWZZZ9NZ7Y
SILVER,DOMESTIC TRAILER,0,2015,12,0,TRAILER,SINGLE AXLE,0,POLAND,CHRISTCHURCH CITY,2015,0
SILVER,DOMESTIC TRAILER,0,2012,7,0,TRAILER,SINGLE AXLE,0,NEW ZEALAND,WAIPA DISTRICT,2012,0
WHITE,STATION WAGON,1596,2014,6,2250,FORD,KUGA,PETROL,SPAIN,MANAWATU DISTRICT,2014,WF0AXXWPMAE
WHITE,SELF PROPELLED CARAVAN,4170,2003,10,5400,NISSAN,CIVILIAN,DIESEL,JAPAN,CHRISTCHURCH CITY,1994,7A8DH071003
SILVER,DOMESTIC TRAILER,0,2015,10,0,TITAN,9X5 TANDEM,0,NEW ZEALAND,WAIPA DISTRICT,2015,0
RED,DOMESTIC TRAILER,0,1961,10,1999,TRAILER,BURNETT,0,NOT KNOWN,INVERCARGILL CITY,1961,0
SILVER,DOMESTIC TRAILER,0,1983,9,1999,TRAILER,OLEARY,0,NOT KNOWN,KAIPARA DISTRICT,1983,0
WHITE,BOAT TRAILER,0,2013,12,0,TRAILER,JET SKI TRAILER,0,UNITED STATES,AUCKLAND,2009,0
WHITE,SELF PROPELLED CARAVAN,2143,2015,12,4490,MERCEDES-BENZ,SPRINTER,DIESEL,GERMANY,AUCKLAND,2015,WDB9061552N
SILVER,HATCHBACK,1997,2015,12,1938,NISSAN,QASHQAI,PETROL,UNITED KINGDOM,AUCKLAND,2015,SJNFBAJ11A1
GREY,HATCHBACK,1364,2014,7,1681,HOLDEN,BARINA,PETROL,SOUTH KOREA,UPPER HUTT CITY,2014,KL3TA4889EB
SILVER,STATION WAGON,1969,2015,12,2330,VOLVO,XC60,PETROL,SWEDEN,LOWER HUTT CITY,2015,YV1DZ40CDG2
BLACK,SALOON,1990,2015,12,1635,SUBARU,IMPREZA,PETROL,JAPAN,WAIPA DISTRICT,2008,7AT0GF09X15
BLACK,HATCHBACK,1490,2015,12,1425,NISSAN,TIIDA,PETROL,JAPAN,NAPIER CITY,2006,7AT0DH78X15
BLACK,STATION WAGON,1998,2015,12,1685,TOYOTA,AVENSIS,PETROL,UNITED STATES,WHANGAREI DISTRICT,2006,7AT0H63MX15
SILVER,BOAT TRAILER,0,2015,12,0,TRAILER,MCLAY,0,NEW ZEALAND,WHANGAREI DISTRICT,2015,0
WHITE,STATION WAGON,3456,2015,12,2740,TOYOTA,HIGHLANDER,PETROL,UNITED STATES,AUCKLAND,2015,5TDBK3FH70S
RED,DOMESTIC TRAILER,0,1978,8,1999,PINTO,TRAILER,0,NOT KNOWN,FAR NORTH DISTRICT,1978,0
GREY,LIGHT VAN,1973,2000,3,1430,HONDA,CRV,PETROL,JAPAN,NEW PLYMOUTH DISTRICT,2000,JHLRD1740YC
