GREY,SALOON,2490,2015,11,1620,BMW,525I,PETROL,GERMANY,ROTORUA DISTRICT,2006,WBANE52080C
WHITE,SELF PROPELLED CARAVAN,2143,2015,12,4490,MERCEDES-BENZ,SPRINTER,DIESEL,GERMANY,AUCKLAND,2015,WDB9061552N
RED,STATION WAGON,1790,2015,12,1705,TOYOTA,WISH,PETROL,JAPAN,CHRISTCHURCH CITY,2004,7AT0H64BX15
GREY,STATION WAGON,2988,2015,12,2949,JEEP,GRAND CHEROKEE,DIESEL,UNITED STATES,AUCKLAND,2015,1C4RJFGM6FC
GOLD,SALOON,3497,2002,10,1895,MITSUBISHI,DIAMANTE,PETROL,AUSTRALIA,LOWER HUTT CITY,2002,6MMTJ8D422T
BLACK,HATCHBACK,1990,2015,12,1615,SUBARU,IMPREZA,PETROL,JAPAN,LOWER HUTT CITY,2008,7AT0GF09X15
RED,SALOON,1998,2000,12,1455,TOYOTA,CARINA,PETROL,JAPAN,MARLBOROUGH DISTRICT,1995,7A8H6010700
WHITE,LIGHT VAN,1998,2000,6,2295,FORD,ECONOVAN,PETROL,JAPAN,CHRISTCHURCH CITY,2000,JC0AAASGMEX
SILVER,STATION WAGON,1490,2015,12,1435,HONDA,AIRWAVE,PETROL,JAPAN,WHANGANUI DISTRICT,2006,7AT08GBNX15
WHITE,STATION WAGON,2495,2015,4,2450,NISSAN,ELGRAND,PETROL,JAPAN,GISBORNE DISTRICT,2006,7AT0DH6MX14
YELLOW,MOTORCYCLE,398,2015,12,0,SUZUKI,DR-Z400,PETROL,JAPAN,TASMAN DISTRICT,2015,JS1BB111100
SILVER,SALOON,4987,1994,10,0,HOLDEN,CALAIS,PETROL,AUSTRALIA,OPOTIKI DISTRICT,1994,6H8VRX19USL
SILVER,STATION WAGON,1998,2015,12,1685,TOYOTA,AVENSIS,PETROL,UNITED KINGDOM,AUCKLAND,2006,7AT0H63MX15
BLACK,STATION WAGON,2350,2014,7,1725,HONDA,CRV,PETROL,JAPAN,MARLBOROUGH DISTRICT,2004,7AT08G7HX14
BLUE,UTILITY,3198,2015,12,3200,FORD,RANGER,DIESEL,THAILAND,AUCKLAND,2015,MNAUMFF50FW
BLACK,HATCHBACK,1330,2015,12,1295,MITSUBISHI,COLT,PETROL,JAPAN,AUCKLAND,2007,7AT0CJ0XX15
SILVER,SALOON,1590,1997,4,1080,HONDA,CIVIC,PETROL,JAPAN,CHRISTCHURCH CITY,1997,7A3EK1530TN
SILVER,OTHER COMMERCIAL TRAILER,0,2015,11,34000,TRAILER,LUSK ENGINEERING,0,NEW ZEALAND,SELWYN DISTRICT,2015,7AT0H900X15
SILVER,HATCHBACK,1660,2015,11,1690,HONDA,EDIX,PETROL,JAPAN,UPPER HUTT CITY,2004,7AT08GB5X15
BLACK,STATION WAGON,1999,2015,11,1980,KIA,SPORTAGE,PETROL,OTHER,AUCKLAND,2015,U5YPC81BMFL
SILVER,HATCHBACK,1498,2012,7,1425,NISSAN,TIIDA,PETROL,JAPAN,AUCKLAND,2005,7AT0DH78X12
GREY,HATCHBACK,1490,2012,7,1305,TOYOTA,IST,PETROL,JAPAN,ROTORUA DISTRICT,2005,7AT0H647X12
SILVER,SPORTS CAR,3495,2005,1,0,NISSAN,350Z,PETROL,JAPAN,DUNEDIN CITY,2005,JN12AAZ33A0
RED,STATION WAGON,1790,2012,6,1685,TOYOTA,WISH,PETROL,JAPAN,MARLBOROUGH DISTRICT,2004,7AT0H64BX12
SILVER,DOMESTIC TRAILER,0,2011,5,0,TRAILER,TRAYLA 8 X 4.6,0,NEW ZEALAND,NAPIER CITY,2011,0
SILVER,STATION WAGON,1975,2007,3,0,HYUNDAI,TUCSON,PETROL,SOUTH KOREA,MASTERTON DISTRICT,2007,KMHJN81BR7U
SILVER,DOMESTIC TRAILER,0,2012,2,0,TRAILER,MULTI PURPOSE,0,NEW ZEALAND,HAMILTON CITY,2012,0
WHITE,LIGHT VAN,2497,2015,12,3160,HYUNDAI,ILOAD,DIESEL,SOUTH KOREA,WAITOMO DISTRICT,2015,KMFWBX7KLFU
GREY,HATCHBACK,1330,2015,12,1275,HONDA,FIT,PETROL,JAPAN,HAMILTON CITY,2005,7AT08G2YX15
GREY,DOMESTIC TRAILER,0,1980,7,1999,TRAILER,HOMEMADE,0,NOT KNOWN,WAIPA DISTRICT,1980,0
SILVER,DOMESTIC TRAILER,0,2010,3,0,TRAILER,8X5 BRK T,0,NEW ZEALAND,AUCKLAND,2010,0
BLACK,HATCHBACK,1498,2015,11,1425,NISSAN,TIIDA,PETROL,JAPAN,AUCKLAND,2004,7AT0DH78X15
BLUE,STATION WAGON,2498,2015,6,2080,SUBARU,FORESTER,PETROL,JAPAN,GISBORNE DISTRICT,2015,JF2SJ9KC5FG
BLUE,HATCHBACK,1330,2015,11,1275,HONDA,FIT,PETROL,JAPAN,WAIMAKARIRI DISTRICT,2004,7AT08G2YX15
WHITE,MOTORCYCLE,200,2015,11,0,KTM,200,PETROL,INDIA,AUCKLAND,2015,VBKJUC402FC
RED,FLAT-DECK TRAILER,0,2000,12,24000,ROADMASTER,SP,0,NEW ZEALAND,HASTINGS DISTRICT,2000,7A8KD020200
WHITE,STATION WAGON,3564,2015,9,2229,HOLDEN,COMMODORE,PETROL,AUSTRALIA,AUCKLAND,2015,6G1FB8E35FL
SILVER,UTILITY,2499,2006,6,2720,FORD,COURIER,DIESEL,THAILAND,AUCKLAND,2006,MNALSFD406W
PINK,SALOON,3000,1990,2,0,MITSUBISHI,V3000 S/S,PETROL,JAPAN,PALMERSTON NORTH CITY,1990,0
GREEN,HATCHBACK,1339,2011,8,0,HONDA,JAZZ,PETROL,JAPAN,CHRISTCHURCH CITY,2011,JHMGE6750CS
GREEN,MOTORCYCLE,390,2015,12,0,KAWASAKI,NINJA,PETROL,JAPAN,WELLINGTON CITY,2012,7AT09X0FX15
WHITE,HATCHBACK,1299,2015,12,1490,TOYOTA,YARIS,PETROL,JAPAN,DUNEDIN CITY,2015,JTDKW3D390D
BLACK,STATION WAGON,1980,2015,12,1785,VOLKSWAGEN,PASSAT,PETROL,GERMANY,NEW PLYMOUTH DISTRICT,2008,WVWZZZ3CZ8E
WHITE,DOMESTIC TRAILER,0,2015,12,1100,TRAILER,CANFAB,0,NEW ZEALAND,CHRISTCHURCH CITY,2015,0
BLUE,HATCHBACK,1490,2002,1,0,HONDA,CIVIC,PETROL,JAPAN,SELWYN DISTRICT,1995,7A88G0W0701
SILVER,DOMESTIC TRAILER,0,2011,8,0,TRAILER,DOMESTIC,0,NEW ZEALAND,AUCKLAND,2011,0
SILVER,MOTORCYCLE,636,2005,8,0,KAWASAKI,ZX,PETROL,JAPAN,MATAMATA-PIAKO DISTRICT,2005,JKBZXJC155A
WHITE,CARAVAN,0,2004,8,0,CARAVAN,LEISURELINE,0,NEW ZEALAND,CHRISTCHURCH CITY,2004,0
YELLOW,OTHER COMMERCIAL TRAILER,0,1983,3,1999,TRAILER,TANKER TRAIL,0,NOT KNOWN,INVERCARGILL CITY,1976,0
RED,DOMESTIC TRAILER,0,1986,6,3499,HOMEBUILT,LOCAL,0,NEW ZEALAND,WHANGAREI DISTRICT,1986,0
WHITE,CARAVAN,0,2015,12,1220,SPRITE,ALPINE,0,UNITED KINGDOM,NELSON CITY,2010,0
GREY,DOMESTIC TRAILER,0,2010,2,0,TRAILER,VULCAN KS-C7L,0,CHINA,AUCKLAND,2010,0
SILVER,CAB AND CHASSIS ONLY,2298,2015,12,2910,NISSAN,NAVARA,DIESEL,THAILAND,AUCKLAND,2015,MNTEB4D23A0
GREY,CARAVAN,0,1968,12,1999,ANGLO,0,0,NOT KNOWN,MATAMATA-PIAKO DISTRICT,1968,0
BLACK,STATION WAGON,2967,2015,1,3125,AUDI,Q7,DIESEL,GERMANY,AUCKLAND,2011,WAUZZZ4L9CD
WHITE,UTILITY,2776,2015,12,3300,HOLDEN,COLORADO,DIESEL,AUSTRALIA,KAIPARA DISTRICT,2013,MMU143BH0DH
RED,HATCHBACK,1997,2015,12,2250,FORD,MONDEO,DIESEL,SPAIN,SELWYN DISTRICT,2015,WF0EXXWPCEF
SILVER,BOAT TRAILER,0,2015,12,0,TRAILER,BOAT,0,NEW ZEALAND,WHANGANUI DISTRICT,2015,0
WHITE,DOMESTIC TRAILER,0,2006,12,0,TRAILER,HOMEBUILT,0,NEW ZEALAND,INVERCARGILL CITY,1985,0
WHITE,MOTORCYCLE,390,2015,12,0,HONDA,CB,PETROL,JAPAN,AUCKLAND,2002,7AT08G0HX15
GREY,STATION WAGON,2260,2012,2,2270,MAZDA,MPV,PETROL,JAPAN,WAIPA DISTRICT,2006,7AT0C11EX11
GREEN,DOMESTIC TRAILER,0,1976,3,1999,TRAILER,HOMEMADE,0,NOT KNOWN,MARLBOROUGH DISTRICT,1976,0
WHITE,LIGHT VAN,1998,2015,11,3035,TOYOTA,HIACE,PETROL,JAPAN,AUCKLAND,2011,7AT0H60FX15
BLACK,HATCHBACK,1798,2012,10,1805,TOYOTA,COROLLA,PETROL,JAPAN,AUCKLAND,2012,JTNKU3JE30J
GREY,STATION WAGON,2260,2010,12,2035,MAZDA,MPV,PETROL,JAPAN,NEW PLYMOUTH DISTRICT,2004,7AT0C11EX10
BLUE,DOMESTIC TRAILER,0,2015,11,2500,HOMEBUILT,GLENTUI,0,NEW ZEALAND,SOUTHLAND DISTRICT,2015,0
BLACK,MOTORCYCLE,1538,2012,6,0,VICTORY,KINGPIN,PETROL,UNITED STATES,NEW PLYMOUTH DISTRICT,2008,5VPCB26L683
GREY,BOAT TRAILER,0,2015,12,0,TRAILER,BOAT,0,NEW ZEALAND,FAR NORTH DISTRICT,2014,0
WHITE,LIGHT VAN,2980,2015,12,3225,TOYOTA,HIACE,DIESEL,JAPAN,NEW PLYMOUTH DISTRICT,2012,7AT0H60FX15
YELLOW,HATCHBACK,1580,2015,12,1335,SUZUKI,SWIFT,PETROL,JAPAN,DUNEDIN CITY,2007,7AT0GK0CX15
SILVER,DOMESTIC TRAILER,0,2011,8,0,TRAILER,HOMEBUILD,0,NEW ZEALAND,AUCKLAND,2011,0
SILVER,STATION WAGON,2360,2015,12,2135,TOYOTA,ESTIMA,PETROL,JAPAN,AUCKLAND,2007,7AT0H61YX15
GREY,STATION WAGON,2260,2015,10,1665,MAZDA,AXELA,PETROL,JAPAN,AUCKLAND,2008,7AT0C13JX15
GREY,SALOON,1990,2015,12,1555,MAZDA,AXELA,PETROL,JAPAN,SOUTH TARANAKI DISTRICT,2006,7AT0C13JX15
GREY,SALOON,3498,2005,11,0,NISSAN,MAXIMA,PETROL,JAPAN,GISBORNE DISTRICT,2005,JN1BBUJ31A0
WHITE,SALOON,2970,2015,12,1750,BMW,135I,PETROL,GERMANY,AUCKLAND,2010,WBAUC72070V
RED,STATION WAGON,2362,2012,4,2100,TOYOTA,RAV4,PETROL,JAPAN,WHAKATANE DISTRICT,2012,JTMBD33VX0D
SILVER,SALOON,1990,2015,11,1745,BMW,320,PETROL,UNITED KINGDOM,AUCKLAND,2008,WBAVG76060N
WHITE,SALOON,3490,2015,11,1895,NISSAN,SKYLINE,PETROL,JAPAN,TAURANGA CITY,2007,7AT0DH12X15
RED,MOTORCYCLE,300,2015,11,0,SUZUKI,QUAD BIKE,PETROL,JAPAN,PALMERSTON NORTH CITY,1990,0
WHITE,STATION WAGON,2696,2014,5,2760,SSANGYONG,REXTON,DIESEL,SOUTH KOREA,INVERCARGILL CITY,2014,KPTH0B1FSEP
SILVER,STATION WAGON,2480,2015,12,2140,NISSAN,PRESEA,PETROL,JAPAN,AUCKLAND,2005,7AT0DH6HX15
WHITE,STATION WAGON,3000,2015,12,2750,ISUZU,MU-X,DIESEL,THAILAND,CHRISTCHURCH CITY,2015,MPAUCS85GFT
GREY,DOMESTIC TRAILER,0,2015,12,0,HOMEBUILT,TRAILER,0,NEW ZEALAND,TAURANGA CITY,2009,0
WHITE,HATCHBACK,1990,2015,12,1555,MAZDA,AXELA,PETROL,JAPAN,CHRISTCHURCH CITY,2006,7AT0C13JX15
BLACK,STATION WAGON,2450,2015,12,1805,SUBARU,OUTBACK,PETROL,JAPAN,CHRISTCHURCH CITY,2009,7AT0GF16X15
BLUE,LIGHT VAN,1998,1997,3,2685,TOYOTA,HIACE,PETROL,JAPAN,INVERCARGILL CITY,1990,7A8H60F0897
BLACK,STATION WAGON,2900,2005,2,0,HYUNDAI,TERRACAN,DIESEL,SOUTH KOREA,TAURANGA CITY,2005,KMHNM81XR5U
BLACK,MOTORCYCLE,650,2003,12,0,SUZUKI,LS650,PETROL,JAPAN,AUCKLAND,2003,JS1NP41A632
SILVER,STATION WAGON,1496,2012,2,1305,TOYOTA,IST,PETROL,JAPAN,CHRISTCHURCH CITY,2002,7AT0H647X11
WHITE,SALOON,1498,2005,7,1265,TOYOTA,SPRINTER,PETROL,JAPAN,AUCKLAND,1995,7A8H60W0705
SILVER,STATION WAGON,3198,2015,11,3100,FORD,EVEREST,DIESEL,THAILAND,KAIPARA DISTRICT,2015,MNAAXXMAWAF
BLUE,SALOON,1587,1993,3,0,TOYOTA,COROLLA,PETROL,JAPAN,AUCKLAND,1993,0
WHITE,HATCHBACK,1240,2015,11,1275,SUZUKI,SWIFT,PETROL,JAPAN,HAMILTON CITY,2007,7AT0GK0CX15
SILVER,SALOON,2497,2015,11,1775,TOYOTA,MARKX,PETROL,JAPAN,AUCKLAND,2006,7AT0H64TX15
GREY,DOMESTIC TRAILER,0,2015,11,0,HOMEBUILT,TRAILER,0,NEW ZEALAND,TASMAN DISTRICT,2015,0
SILVER,DOMESTIC TRAILER,0,2011,5,0,TRAILER,FACTORYBUILT,0,NEW ZEALAND,WELLINGTON CITY,2011,0
GREY,UTILITY,3198,2015,11,3200,FORD,RANGER,DIESEL,THAILAND,AUCKLAND,2015,MNAUMFF50FW
WHITE,SALOON,1590,2014,12,1815,VOLVO,S60,PETROL,SWEDEN,AUCKLAND,2011,YV1FS485BC2
SILVER,SALOON,1598,2015,12,1870,SKODA,OCTAVIA,DIESEL,CZECH REPUBLIC,WELLINGTON CITY,2015,TMBBG7NE2G0
WHITE,LIGHT VAN,2753,1984,1,0,NISSAN,PATROL,DIESEL,NOT KNOWN,WAIMAKARIRI DISTRICT,1983,7A8DH0Y0794
BLUE,MOTORCYCLE,1450,2006,4,0,HARLEY DAVIDSON,FXDX,PETROL,UNITED STATES,GREY DISTRICT,2002,5HD1GJV133K
GREEN,SPORTS CAR,4951,2015,12,2087,FORD,MUSTANG,PETROL,UNITED STATES,AUCKLAND,2015,1FA6P8CF5G5
GREY,SALOON,1991,2015,12,1965,MERCEDES-BENZ,A-CLASS,PETROL,HUNGARY,AUCKLAND,2015,WDD1173512N
SILVER,OTHER COMMERCIAL TRAILER,0,2015,12,0,TRAILER,FACTORY BUILT,0,NEW ZEALAND,TASMAN DISTRICT,2015,0
SILVER,DOMESTIC TRAILER,0,2014,11,0,TRAILER,SPIRIG ENGINEERING,0,NEW ZEALAND,TAURANGA CITY,2014,0
SILVER,UTILITY,3198,2015,12,3200,FORD,RANGER,DIESEL,THAILAND,AUCKLAND,2015,MNAUMFF50FW
WHITE,DOMESTIC TRAILER,0,2015,5,0,TRAILER,WELLSIDE,0,NEW ZEALAND,ROTORUA DISTRICT,2015,0
BLACK,HATCHBACK,1498,2015,11,1900,FORD,FOCUS,PETROL,THAILAND,WELLINGTON CITY,2015,MPB3XXMXC3F
BLACK,STATION WAGON,2450,2015,11,1725,SUBARU,LEGACY,PETROL,JAPAN,INVERCARGILL CITY,2008,7AT0GF0BX15
WHITE,OTHER TRUCK,5193,2015,12,10400,ISUZU,F SERIES,DIESEL,JAPAN,MARLBOROUGH DISTRICT,2015,JALFRR90ME7
WHITE,SALOON,1598,2015,12,1870,SKODA,OCTAVIA,DIESEL,CZECH REPUBLIC,WELLINGTON CITY,2015,TMBBG7NE0G0
RED,STATION WAGON,1994,2008,12,1655,SUBARU,LEGACY,PETROL,JAPAN,HAMILTON CITY,2003,7A8GF0B0708
BLACK,UTILITY,5359,2015,11,2222,CHEVROLET,EL CAMINO,PETROL,UNITED STATES,DUNEDIN CITY,1959,7AT02R16X15
GREEN,LIGHT VAN,1761,1994,7,0,PEUGEOT,306XR1.8TM,PETROL,UNITED KINGDOM,AUCKLAND,1994,VF37AL6A230
BLUE,UTILITY,2442,2015,11,2760,MITSUBISHI,TRITON,DIESEL,THAILAND,AUCKLAND,2015,MMAJYKK10GH
RED,HATCHBACK,1490,2015,12,1345,TOYOTA,VITZ,PETROL,JAPAN,KAIKOURA DISTRICT,2010,7AT0H63EX15
BLACK,SPORTS CAR,4600,2015,9,0,FORD,MUSTANG,PETROL,UNITED STATES,SELWYN DISTRICT,2006,1ZVHT82H665
BLUE,OTHER COMMERCIAL TRAILER,0,2010,9,26000,DOMETT,D1001,0,NEW ZEALAND,HAMILTON CITY,2010,7A9D10015A0
SILVER,STATION WAGON,1998,2015,12,1565,TOYOTA,CALDINA,PETROL,JAPAN,NELSON CITY,2005,7AT0H624X15
SILVER,SALOON,1998,2015,12,1850,MITSUBISHI,LANCER,PETROL,JAPAN,AUCKLAND,2015,JMFSTCY4AFU
WHITE,LIGHT VAN,2982,2007,9,2800,TOYOTA,HIACE,DIESEL,JAPAN,PALMERSTON NORTH CITY,2007,JTFHT02P100
BLACK,BOAT TRAILER,0,2015,12,0,TRAILER,APS SEADOO,0,NEW ZEALAND,CHRISTCHURCH CITY,2015,0
GREY,STATION WAGON,1490,2015,12,1495,NISSAN,WINGROAD,PETROL,JAPAN,NELSON CITY,2008,7AT0DH5GX15
SILVER,HATCHBACK,1490,2015,8,1375,NISSAN,NOTE,PETROL,JAPAN,AUCKLAND,2011,7AT0DH79X15
BLUE,SALOON,4196,2003,9,2250,JAGUAR,XJR8,PETROL,UNITED KINGDOM,PALMERSTON NORTH CITY,2003,SAJAC73R84T
BLUE,DOMESTIC TRAILER,0,1998,10,0,BRIFORD,8 X 4 SINGLE AXLE,0,NEW ZEALAND,WELLINGTON CITY,1998,0
SILVER,STATION WAGON,2993,2015,11,3240,LAND ROVER,DISCOVERY,DIESEL,UNITED KINGDOM,HASTINGS DISTRICT,2015,SALLAAAN5GA
WHITE,STATION WAGON,2362,2015,11,2055,TOYOTA,ESTIMA,PETROL,JAPAN,AUCKLAND,2004,7AT0H61YX15
GREY,SALOON,1500,1990,3,0,MITSUBISHI,LANCER,PETROL,JAPAN,NELSON CITY,1990,0
ORANGE,STATION WAGON,1770,1974,9,0,DATSUN,180B/SW,PETROL,NOT KNOWN,FAR NORTH DISTRICT,1974,0
SILVER,DOMESTIC TRAILER,0,2015,11,1000,TRAILER,HOMEBUILT,0,NEW ZEALAND,THAMES-COROMANDEL DISTRICT,2015,0
WHITE,SELF PROPELLED CARAVAN,2143,2015,11,4490,MERCEDES-BENZ,SPRINTER,DIESEL,GERMANY,AUCKLAND,2015,WDB9061552N
RED,SALOON,1975,2004,11,0,HYUNDAI,LANTRA,PETROL,SOUTH KOREA,HAMILTON CITY,2004,KMHDN41DR5U
GREY,STATION WAGON,3456,2015,12,2740,TOYOTA,HIGHLANDER,PETROL,UNITED STATES,OTOROHANGA DISTRICT,2015,5TDDK3FH80S
BLUE,DOMESTIC TRAILER,0,1990,10,1500,HOMEBUILT,STEEL BUILT,0,NEW ZEALAND,NELSON CITY,1990,0
WHITE,CARAVAN,0,1996,2,1600,CARAVAN,REGAL,0,AUSTRALIA,TAURANGA CITY,1996,6D9T21RTAS2
WHITE,SALOON,2988,2002,7,0,NISSAN,MAXIMA,PETROL,JAPAN,AUCKLAND,2002,JN1CCUA33A0
SILVER,DOMESTIC TRAILER,0,2015,12,2500,TRAILER,10X5,0,NEW ZEALAND,CHRISTCHURCH CITY,2015,0
BLACK,HATCHBACK,1240,2015,12,1255,SUZUKI,SWIFT,PETROL,JAPAN,AUCKLAND,2014,7AT0GK0CX15
BLUE,SPORTS CAR,1300,2015,12,1360,MAZDA,RX7,PETROL,JAPAN,AUCKLAND,1995,7AT0C11XX15
SILVER,STATION WAGON,2370,2015,12,2005,MITSUBISHI,GRANDIS,PETROL,JAPAN,AUCKLAND,2004,7AT0CJ3KX15
BLUE,DOMESTIC TRAILER,0,1991,1,3499,HOMEBUILT,LOCHIEL,0,NEW ZEALAND,QUEENSTOWN-LAKES DISTRICT,1990,0
BLUE,HATCHBACK,1490,2015,12,1375,TOYOTA,RUNX,PETROL,JAPAN,SELWYN DISTRICT,2004,7AT0H65KX15
SILVER,DOMESTIC TRAILER,0,2004,1,0,TRAILER,DOMESTIC,0,NEW ZEALAND,OPOTIKI DISTRICT,1985,0
WHITE,SELF PROPELLED CARAVAN,2143,2015,11,4490,MERCEDES-BENZ,SPRINTER,DIESEL,GERMANY,AUCKLAND,2015,WDB9061552N
GREY,HATCHBACK,1798,2008,7,1805,TOYOTA,COROLLA,PETROL,JAPAN,WAIPA DISTRICT,2008,JTNKU58E101
SILVER,SALOON,1497,2003,4,0,NISSAN,SUNNY,PETROL,JAPAN,DUNEDIN CITY,1995,7A8DH140703
BLACK,MOTORCYCLE,1199,2005,1,0,KAWASAKI,ZX,PETROL,JAPAN,AUCKLAND,2005,JKAZX9B1X4A
BLACK,HATCHBACK,1490,2015,12,1605,SUBARU,IMPREZA,PETROL,JAPAN,AUCKLAND,2007,7AT0GF09X15
BLACK,SALOON,1587,2001,2,1340,TOYOTA,COROLLA,PETROL,JAPAN,CHRISTCHURCH CITY,1991,7A8H6070700
GREEN,DOMESTIC TRAILER,0,1976,3,1999,HOMEBUILT,TRAILER,0,NOT KNOWN,CHRISTCHURCH CITY,1976,0
WHITE,LIGHT VAN,2290,2012,3,2290,MERCEDES-BENZ,230,PETROL,GERMANY,WAIKATO DISTRICT,2003,WDF63829423
WHITE,SPORTS CAR,4951,2015,12,2087,FORD,MUSTANG,PETROL,UNITED STATES,NEW PLYMOUTH DISTRICT,2015,1FA6P8CF4G5
BLACK,DOMESTIC TRAILER,0,1956,5,1999,TRAILER,LOCAL,0,NOT KNOWN,AUCKLAND,1956,0
CREAM,CARAVAN,0,1977,8,1999,LITEWEIGHT,PLAYBOY,0,NOT KNOWN,WESTERN BAY OF PLENTY DISTRICT,1977,0
WHITE,SELF PROPELLED CARAVAN,2143,2015,12,4490,MERCEDES-BENZ,SPRINTER,DIESEL,GERMANY,AUCKLAND,2015,WDB9061552N
BLUE,HATCHBACK,1240,2015,12,1265,SUZUKI,SWIFT,PETROL,JAPAN,WAIMAKARIRI DISTRICT,2011,7AT0GK0CX15
WHITE,STATION WAGON,2990,2015,12,1815,SUBARU,OUTBACK,PETROL,JAPAN,GISBORNE DISTRICT,2007,7AT0GF16X15
GREY,SALOON,1990,2015,12,1675,MAZDA,ATENZA,PETROL,JAPAN,AUCKLAND,2008,7AT0C139X15
CREAM,SALOON,4015,1971,12,0,CHRYSLER,RANGER XL AU,PETROL,NOT KNOWN,AUCKLAND,1971,0
GREEN,SALOON,2598,1997,10,1405,AUDI,A4,PETROL,GERMANY,AUCKLAND,1997,WAUZZZ8DZVA
SILVER,DOMESTIC TRAILER,0,2015,11,1000,TRAILER,TRAILER WORLD 7X5,0,NEW ZEALAND,FAR NORTH DISTRICT,2015,0
BLUE,SALOON,4970,2015,11,2375,MERCEDES-BENZ,500,PETROL,GERMANY,WESTERN BAY OF PLENTY DISTRICT,1995,WDB1400502A
RED,SALOON,2000,1990,4,0,LANCIA,DELTA INTEGRALE 16V,PETROL,ITALY,PORIRUA CITY,1990,0
RED,MOTORCYCLE,781,2008,10,0,HONDA,VFR,PETROL,JAPAN,LOWER HUTT CITY,2008,JH2RC46UX8K
GREY,SALOON,1468,1991,2,0,MITSUBISHI,LANCER,PETROL,JAPAN,PALMERSTON NORTH CITY,1990,0
